valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Popularidad,artistslist,numero_de_artistas,mainartist,duration_s,feat
0.8029999999999999,2019,0.632,['Lil Tecca'],0.7190000000000001,117013,0.5379999999999999,1,4e0FYxSROat25pH16zMTZI,0,11,0.135,-6.897,0,Love Me,77,2019-08-30,0.28,204.132,Popular,,1,Lil Tecca,117.013,0
0.345,2019,0.153,['Sam Smith'],0.477,202205,0.682,0,6b2RcmUt1g9N9mQ3CbjX2Y,0,1,0.0763,-4.931,0,How Do You Sleep?,82,2019-07-19,0.0925,110.567,Popular,,1,Sam Smith,202.205,0
0.8640000000000001,2019,0.524,['Shawn Mendes'],0.6920000000000001,190800,0.809,0,6LsAAHotRLMOHfCsSfYCsz,0,2,0.147,-4.198,1,If I Can't Have You,80,2019-05-03,0.0602,123.911,Popular,,1,Shawn Mendes,190.8,0
0.423,2019,0.0511,"['Tory Lanez', 'Chris Brown']",0.464,221492,0.547,1,0Odu228D0yGcFySGuxU4rY,0,7,0.155,-8.137,0,The Take (feat. Chris Brown),79,2019-11-15,0.339,67.003,Popular,,2,Tory Lanez,221.492,1
0.557,2019,0.122,['Harry Styles'],0.5479999999999999,174000,0.816,0,1e9oZCCiX42nJl0AcqriVo,0,0,0.335,-4.209,1,Watermelon Sugar,82,2019-11-17,0.0465,95.39,Popular,,1,Harry Styles,174,0
0.179,2019,0.0247,"['Young Thug', 'J. Cole', 'Travis Scott']",0.7959999999999999,200107,0.586,1,7DcvwMAiqKJQD1rrdfxSDx,0,4,0.132,-6.9460000000000015,0,The London (feat. J. Cole & Travis Scott),76,2019-05-23,0.147,97.981,Popular,,3,Young Thug,200.107,1
0.381,2019,0.7609999999999999,['Sasha Sloan'],0.629,197732,0.327,0,1TQXIltqoZ5XXyfCbAeSQQ,2.9600000000000005e-5,11,0.103,-8.285,1,Dancing With Your Ghost,80,2019-06-28,0.029,74.953,Popular,,1,Sasha Sloan,197.732,0
0.11,2019,0.0781,['Sir Chloe'],0.366,214088,0.439,0,3sa1wUB8FAkoH95MGPGBWI,1.92e-5,4,0.108,-5.238,1,Michelle,76,2019-04-11,0.0298,115.94,Popular,,1,Sir Chloe,214.088,0
0.227,2019,0.901,['awfultune'],0.6629999999999999,121375,0.408,1,0mr8FAnN9X70p5KRUwMIJx,6.91e-4,0,0.16,-10.861,1,I Met Sarah in the Bathroom,76,2019-07-31,0.163,90.191,Popular,,1,awfultune,121.375,0
0.86,2019,5.6399999999999e-4,['Harry Styles'],0.5660000000000001,221827,0.846,0,6iYMfxznTBlcVOgRHab2W0,7.95e-4,7,0.121,-6.904,0,"Sunflower, Vol. 6",78,2019-12-13,0.035,160.02,Popular,,1,Harry Styles,221.827,0
0.8420000000000001,2019,0.0912,"['Ed Sheeran', 'Justin Bieber']",0.7979999999999999,219947,0.675,0,3HVWdVOQ0ZA45FuZGSfvns,0,6,0.0894,-5.041,1,I Don't Care (with Justin Bieber),83,2019-05-10,0.0442,101.956,Popular,,2,Ed Sheeran,219.947,1
0.7559999999999999,2020,0.221,"['24kGoldn', 'iann dior']",0.7,140526,0.722,1,3tjFYV6RSFtuktYl3ZtYcq,0,7,0.272,-3.5580000000000003,0,Mood (feat. iann dior),99,2020-07-24,0.0369,90.989,Popular,,2,24kGoldn,140.526,1
0.34700000000000003,2020,0.114,"['Pop Smoke', 'Lil Baby', 'DaBaby']",0.823,190476,0.586,1,0PvFJmanyNQMseIFrU708S,0,6,0.193,-6.606,0,For The Night (feat. Lil Baby & DaBaby),95,2020-07-03,0.2,125.971,Popular,,3,Pop Smoke,190.476,1
0.35700000000000004,2020,0.0194,"['Cardi B', 'Megan Thee Stallion']",0.935,187541,0.454,1,4Oun2ylbjFKMPTiaSbbCih,0,1,0.0824,-7.508999999999999,1,WAP (feat. Megan Thee Stallion),96,2020-08-07,0.375,133.07299999999998,Popular,,2,Cardi B,187.541,1
0.522,2020,0.244,"['Drake', 'Lil Durk']",0.7609999999999999,261493,0.518,1,2SAqBLGA283SUiwJ3xOUVI,3.47e-5,0,0.107,-8.871,1,Laugh Now Cry Later (feat. Lil Durk),93,2020-08-14,0.134,133.976,Popular,,2,Drake,261.493,1
0.682,2020,0.468,['Ariana Grande'],0.737,172325,0.802,1,35mvY5S1H3J2QZyna3TFe0,0,0,0.0931,-4.771,1,positions,96,2020-10-30,0.0878,144.015,Popular,,1,Ariana Grande,172.325,0
0.145,2020,0.401,"['Bad Bunny', 'Jhay Cortez']",0.731,205090,0.573,1,47EiUVwUp4C9fGccaPuUCS,5.22e-5,4,0.113,-10.059,0,Dakiti,100,2020-10-30,0.0544,109.928,Popular,,2,Bad Bunny,205.09,1
0.5429999999999999,2020,0.65,['Pop Smoke'],0.7090000000000001,160000,0.5479999999999999,1,1tkg4EHVoqnhR6iFEXb60y,1.59e-6,10,0.133,-8.493,1,What You Know Bout Love,96,2020-07-03,0.353,83.995,Popular,,1,Pop Smoke,160,0
0.471,2020,0.256,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.799,195429,0.66,1,02kDW379Yfd5PzW5A6vuGt,0,1,0.111,-6.153,0,Lemonade,94,2020-08-14,0.079,140.04,Popular,,4,Internet Money,195.429,1
0.485,2020,0.237,['Ariana Grande'],0.83,173711,0.585,1,6Im9k8u9iIzKMrmV7BWtlF,0,0,0.248,-6.476,1,34+35,92,2020-10-30,0.094,109.978,Popular,,1,Ariana Grande,173.711,0
0.3720000000000001,2020,0.196,"['Justin Bieber', 'Chance the Rapper']",0.6729999999999999,212093,0.7040000000000001,0,5u1n1kITHCxxp8twBcZxWy,0,6,0.0898,-8.056000000000001,1,Holy (feat. Chance The Rapper),95,2020-09-18,0.36,86.919,Popular,,2,Justin Bieber,212.093,1
0.334,2020,0.00146,['The Weeknd'],0.514,200040,0.73,0,0VjIjW4GlUZAMYd2vXMi3b,9.54e-5,1,0.0897,-5.934,1,Blinding Lights,96,2020-03-20,0.0598,171.005,Popular,,1,The Weeknd,200.04,0
0.0804,2020,0.00336,['Juice WRLD'],0.65,194621,0.613,1,2U5WueTLIK5WJLD7mvDODv,0,9,0.267,-6.13,0,Wishing Well,90,2020-07-10,0.128,149.972,Popular,,1,Juice WRLD,194.621,0
0.737,2020,0.0112,['BTS'],0.746,199054,0.765,0,0t1kP63rueHleOhQkYSXFY,0,6,0.0936,-4.41,0,Dynamite,97,2020-08-28,0.0993,114.044,Popular,,1,BTS,199.054,0
0.27,2020,0.584,['Conan Gray'],0.35700000000000004,198040,0.425,0,4xqrdfXkTW4T0RauPLv3WA,0,5,0.322,-7.301,1,Heather,93,2020-03-20,0.0333,102.078,Popular,,1,Conan Gray,198.04,0
0.0927,2020,0.8640000000000001,"['Justin Bieber', 'benny blanco']",0.631,149297,0.239,1,4y4spB9m0Q6026KfkAvy9Q,0,11,0.116,-7.0710000000000015,0,Lonely (with benny blanco),95,2020-10-16,0.0398,79.859,Popular,,2,Justin Bieber,149.297,1
0.151,2020,0.0563,['Ritt Momney'],0.399,210463,0.491,0,6AGOKlMZWLCaEJGnaROtF9,8.9e-4,6,0.11,-10.778,0,Put Your Records On,93,2020-04-24,0.0538,91.066,Popular,,1,Ritt Momney,210.463,0
0.535,2020,0.0172,"['Juice WRLD', 'Marshmello']",0.625,205485,0.8140000000000001,1,2Y0wPrPQBrGhoLn14xRYCG,0,0,0.158,-5.181,1,Come & Go (with Marshmello),90,2020-07-10,0.0657,144.991,Popular,,2,Juice WRLD,205.485,1
0.0799,2020,0.7859999999999999,['Tate McRae'],0.642,169266,0.374,0,45bE4HXI0AwGZXfZtMp8JR,0,4,0.0906,-9.386,1,you broke me first,95,2020-04-17,0.0545,124.099,Popular,,1,Tate McRae,169.266,0
0.716,2020,0.218,['Billie Eilish'],0.889,174321,0.34,0,54bFM56PmE4YLRnqpW6Tha,0.13,11,0.055,-7.773,0,Therefore I Am,93,2020-11-12,0.0697,94.009,Popular,,1,Billie Eilish,174.321,0
0.775,2020,0.11,['Jack Harlow'],0.794,156498,0.7559999999999999,1,4DuUwzP4ALMqpquHU0ltAB,0,5,0.247,-7.16,0,Tyler Herro,88,2020-10-22,0.136,123.066,Popular,,1,Jack Harlow,156.498,0
0.835,2020,0.0631,"['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']",0.904,227478,0.723,1,2MbdDtCv5LUVjYy9RuGTgC,0,11,0.185,-5.224,0,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",88,2020-06-24,0.26,145.013,Popular,,4,Jack Harlow,227.478,1
0.456,2020,0.191,['Luke Combs'],0.487,232533,0.65,0,6IBcOGPsniK3Pso1wHIhew,0,0,0.0933,-5.195,1,Forever After All,86,2020-10-23,0.0253,151.964,Popular,,1,Luke Combs,232.533,0
0.45,2020,0.057,"['DJ Khaled', 'Drake']",0.8,200221,0.56,1,6EDO9iiTtwNv6waLwa1UUq,0,5,0.134,-4.8180000000000005,0,POPSTAR (feat. Drake),91,2020-07-17,0.261,163.071,Popular,,2,DJ Khaled,200.221,1
0.116,2020,0.345,['Polo G'],0.8320000000000001,132833,0.534,1,1VLtjHwRWOVJiE5Py7JxoQ,0,1,0.165,-7.813,0,Martin & Gina,87,2020-05-15,0.253,93.924,Popular,,1,Polo G,132.833,0
0.173,2020,0.36,['Ariana Grande'],0.487,201882,0.534,0,3UoULw70kMsiVXxW0L3A33,0,0,0.1,-5.664,0,pov,89,2020-10-30,0.0555,131.798,Popular,,1,Ariana Grande,201.882,0
0.415,2020,0.00748,"['21 Savage', 'Metro Boomin']",0.8190000000000001,195906,0.626,1,5SWnsxjhdcEDc7LJjq9UHk,0.101,10,0.16699999999999998,-4.574,0,Runnin,86,2020-10-02,0.202,143.01,Popular,,2,21 Savage,195.906,1
0.7040000000000001,2020,0.231,"['21 Savage', 'Metro Boomin', 'Drake']",0.647,193839,0.667,1,4Q34FP1AT7GEl9oLgNtiWj,0,5,0.133,-5.563,1,Mr. Right Now (feat. Drake),86,2020-10-02,0.304,172.08,Popular,,3,21 Savage,193.839,1
0.132,2020,0.131,['Shawn Mendes'],0.333,172693,0.637,0,5KCbr5ndeby4y4ggthdiAb,1.8e-5,1,0.149,-4.904,0,Wonder,92,2020-10-02,0.0581,139.898,Popular,,1,Shawn Mendes,172.693,0
0.322,2020,0.0469,"['Kane Brown', 'Swae Lee', 'Khalid']",0.727,191406,0.626,0,5f1joOtoMeyppIcJGZQvqJ,2.58e-5,7,0.126,-8.415,1,Be Like That - feat. Swae Lee & Khalid,87,2020-07-10,0.0726,86.97,Popular,,3,Kane Brown,191.406,1
0.298,2020,0.00473,"['Machine Gun Kelly', 'blackbear']",0.731,139461,0.675,1,7kDUspsoYfLkWnZR7qwHZl,0,5,0.141,-5.134,0,my ex's best friend (with blackbear),88,2020-09-25,0.0434,124.939,Popular,,2,Machine Gun Kelly,139.461,1
0.269,2020,0.487,"['Pop Smoke', 'Lil Tjay']",0.48,213333,0.602,1,5rZlwNFl01HqLWBQGryKSm,0,10,0.0848,-6.335,0,Mood Swings (feat. Lil Tjay),90,2020-07-03,0.368,179.798,Popular,,2,Pop Smoke,213.333,1
0.6609999999999999,2020,0.0681,"['Ariana Grande', 'Doja Cat']",0.789,167990,0.742,1,5GkQIP5mWPi4KZLLXeuFTT,0,10,0.166,-5.664,0,motive (with Doja Cat),88,2020-10-30,0.0652,116.965,Popular,,2,Ariana Grande,167.99,1
0.774,2020,0.235,['Ashnikko'],0.8340000000000001,146523,0.6629999999999999,1,0AUvWawuP0ibk4SQ3sIZjk,0,8,0.3720000000000001,-6.143,1,Daisy,90,2020-07-09,0.133,121.876,Popular,,1,Ashnikko,146.523,0
0.462,2020,0.25,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.8,195429,0.6579999999999999,1,7hxHWCCAIIxFLCzvDgnQHX,0,1,0.111,-6.142,0,"Lemonade (feat. Gunna, Don Toliver & NAV)",90,2020-08-28,0.079,140.042,Popular,,4,Internet Money,195.429,1
0.581,2020,0.316,"['Chris Brown', 'Young Thug']",0.755,176960,0.578,1,1IIKrJVP1C9N7iPtG6eOsK,0,0,0.25,-8.932,0,Go Crazy,89,2020-05-08,0.145,94.148,Popular,,2,Chris Brown,176.96,1
0.915,2020,0.00883,"['Dua Lipa', 'DaBaby']",0.7020000000000001,203064,0.825,0,463CkQjx2Zk1yXoBuierM9,0,6,0.0674,-3.787,0,Levitating (feat. DaBaby),89,2020-10-01,0.0601,102.977,Popular,,2,Dua Lipa,203.064,1
0.59,2020,0.428,['Morgan Wallen'],0.457,210123,0.774,0,0tbjiOUl4k492KPdWZS9sy,4.29e-5,0,0.119,-5.2010000000000005,1,7 Summers,82,2020-08-14,0.0336,203.863,Popular,,1,Morgan Wallen,210.123,0
0.259,2020,0.00115,['Miley Cyrus'],0.705,223279,0.8140000000000001,0,27ycaQnQAxaPiyeg3nr2aB,0.00312,4,0.203,-5.466,0,Midnight Sky,91,2020-08-14,0.0346,110,Popular,,1,Miley Cyrus,223.279,0
0.386,2020,0.00161,"['CORPSE', 'Savage Ga$p']",0.614,105176,0.937,1,7bCfHiRcfUjG0YVVNUL7Ve,0.00136,1,0.103,-7.443,1,E-GIRLS ARE RUINING MY LIFE!,86,2020-09-25,0.115,84.98,Popular,,2,CORPSE,105.176,1
0.348,2020,0.731,"['Powfu', 'beabadoobee']",0.726,173333,0.431,0,7eJMfftS33KTjuF7lTsMCx,0,8,0.696,-8.765,0,death bed (coffee for your head),90,2020-02-08,0.135,144.026,Popular,,2,Powfu,173.333,1
0.609,2020,0.105,"['Maluma', 'The Weeknd']",0.7659999999999999,200482,0.7879999999999999,0,0GzuHFG4Ql6DoyxFRnIk3F,5.81e-6,6,0.142,-3.128,0,Hawái - Remix,90,2020-11-05,0.312,179.984,Popular,,2,Maluma,200.482,1
0.745,2020,0.0614,"['DDG', 'Blueface']",0.928,170233,0.341,1,7o4gBbTM6UBLkOYPw9xMCz,0,11,0.162,-10.196,0,Moonwalking in Calabasas (feat. Blueface) - Remix,84,2020-10-30,0.103,129.966,Popular,,2,DDG,170.233,1
0.303,2020,0.232,['The Kid LAROI'],0.7190000000000001,126521,0.598,0,5psEZhQu6lukjhavJo4AbC,0,9,0.115,-6.254,1,SO DONE,87,2020-10-23,0.077,142.592,Popular,,1,The Kid LAROI,126.521,0
0.453,2020,0.00981,['Don Toliver'],0.629,167916,0.6920000000000001,1,527k23H0A4Q0UJN3vGs0Da,0.331,5,0.603,-8.045,1,After Party,86,2020-03-13,0.0376,162.94799999999995,Popular,,1,Don Toliver,167.916,0
0.28600000000000003,2020,0.0221,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",0.49,201600,0.618,1,1H7KnK26kc1YyellpbINEn,3.77e-6,1,0.259,-5.655,1,The Woo (feat. 50 Cent & Roddy Ricch),87,2020-07-03,0.104,99.7,Popular,,3,Pop Smoke,201.6,1
0.325,2020,0.0978,"['Big Sean', 'Post Malone']",0.7240000000000001,199758,0.675,1,33gwZOGJWEZ7dRWPqPxBEZ,9.41e-6,2,0.35100000000000003,-5.267,1,Wolves (feat. Post Malone),85,2020-09-04,0.0867,160.048,Popular,,2,Big Sean,199.758,1
0.522,2020,0.157,"['The Kid LAROI', 'Juice WRLD']",0.487,181688,0.74,1,2rPHUAeUPbNgTmK18FPTiZ,0,6,0.612,-4.973,1,GO (feat. Juice WRLD),83,2020-07-24,0.0944,73.779,Popular,,2,The Kid LAROI,181.688,1
0.5329999999999999,2020,0.149,['Polo G'],0.7829999999999999,163798,0.479,1,3JKgcAa7r07ocVWcV8bS0H,0,7,0.101,-10.646,1,21,84,2020-05-15,0.541,176.02700000000004,Popular,,1,Polo G,163.798,0
0.464,2020,0.08,['Ariana Grande'],0.7190000000000001,149900,0.607,1,7Dx9Z6Aon1qPS2N0rHSWTe,0,8,0.125,-5.1560000000000015,1,just like magic,85,2020-10-30,0.165,128.006,Popular,,1,Ariana Grande,149.9,0
0.905,2020,0.168,"['Joel Corry', 'MNEK']",0.7340000000000001,166028,0.8740000000000001,0,6cx06DFPPHchuUAcTxznu9,1.14e-5,8,0.0489,-3.158,1,Head & Heart (feat. MNEK),94,2020-07-03,0.0662,122.953,Popular,,2,Joel Corry,166.028,1
0.647,2020,0.29100000000000004,"['Juice WRLD', 'Marshmello', 'The Kid LAROI', 'Polo G']",0.701,160212,0.65,1,0ada5XsQGLPUVbmTCkAP49,0,6,0.112,-6.313,1,Hate The Other Side (with Marshmello & The Kid Laroi),84,2020-07-10,0.104,90.00299999999999,Popular,,4,Juice WRLD,160.212,1
0.225,2020,0.0417,['Juice WRLD'],0.706,242181,0.625,1,5dOxHHMOFAbG3VH23t0xNm,0,0,0.129,-7.426,1,Righteous,84,2020-07-10,0.0314,142.94799999999995,Popular,,1,Juice WRLD,242.181,0
0.161,2020,0.114,"['Gunna', 'Young Thug']",0.825,197760,0.458,1,3nS9a01VvXHQriLqJYwRqG,0,0,0.102,-7.47,1,DOLLAZ ON MY HEAD (feat. Young Thug),83,2020-05-22,0.0577,145.115,Popular,,2,Gunna,197.76,1
0.574,2020,0.601,['Morgan Wallen'],0.621,216573,0.882,0,0eBXyY4SatzpE7opnzgXvz,0,6,0.132,-5.01,1,More Than My Hometown,81,2020-04-17,0.0459,126.014,Popular,,1,Morgan Wallen,216.573,0
0.685,2020,0.125,['blackbear'],0.782,188344,0.5589999999999999,1,2mt1IqcFyY1zmYZT8Q3xw9,0,6,0.385,-7.106,0,hot girl bummer,86,2020-08-21,0.0767,129.99200000000002,Popular,,1,blackbear,188.344,0
0.7609999999999999,2020,0.234,"['Jawsh 685', 'Jason Derulo']",0.767,171375,0.481,1,1xQ6trAsedVPCdbtDAmk0c,0,0,0.269,-8.52,0,Savage Love (Laxed - Siren Beat),91,2020-06-11,0.0803,150.076,Popular,,2,Jawsh 685,171.375,1
0.382,2020,0.519,"['Ariana Grande', 'The Weeknd']",0.411,239949,0.522,0,7E1jVNoWuemqUryI4FxsVD,0,0,0.398,-7.295,1,off the table (with The Weeknd),85,2020-10-30,0.0981,88.33200000000002,Popular,,2,Ariana Grande,239.949,1
0.195,2020,0.00815,['Pop Smoke'],0.688,164580,0.647,1,25zlnOAzbVoOzIeXSvQFf1,1.65e-5,2,0.095,-7.257999999999999,1,Got It On Me,85,2020-07-03,0.19,88.834,Popular,,1,Pop Smoke,164.58,0
0.564,2020,0.135,"['Lil Baby', '42 Dugg']",0.926,181929,0.542,1,6gxKUmycQX7uyMwJcweFjp,0,1,0.0877,-5.064,1,We Paid (feat. 42 Dugg),82,2020-05-01,0.293,135.14,Popular,,2,Lil Baby,181.929,1
0.349,2020,0.207,['Lil Mosey'],0.774,162547,0.5539999999999999,1,6wJYhPfqk3KGhHRG76WzOh,0,0,0.132,-7.909,1,Blueberry Faygo,84,2020-02-07,0.0383,99.034,Popular,,1,Lil Mosey,162.547,0
0.45,2020,0.00691,['BTS'],0.5660000000000001,207481,0.716,0,249gnXrbfmV8NG6jTEMSwD,0,1,0.37,-5.733,1,Life Goes On,90,2020-11-20,0.0424,81.068,Popular,,1,BTS,207.481,0
0.8,2020,0.294,['Lee Brice'],0.643,188893,0.79,0,14GwnOeC9qYEKEA6uOZepa,0,4,0.107,-6.079,1,One Of Them Girls,80,2020-04-10,0.0462,95.987,Popular,,1,Lee Brice,188.893,0
0.826,2020,0.017,['Jack Harlow'],0.923,139741,0.604,1,1jaTQ3nqY3oAAYyCTbIvnM,0,11,0.272,-6.671,0,WHATS POPPIN,84,2020-03-13,0.245,145.062,Popular,,1,Jack Harlow,139.741,0
0.459,2020,0.146,"['Money Man', 'Lil Baby']",0.868,182857,0.638,1,7v96VvFLS0wSYT8kewNLRy,0.0565,2,0.0931,-7.746,1,24 (feat. Lil Baby),82,2020-08-14,0.0736,126.03,Popular,,2,Money Man,182.857,1
0.753,2020,0.0332,['Jason Derulo'],0.789,190306,0.711,0,59qrUpoplZxbIZxk6X0Bm3,0,2,0.0876,-4.248,1,Take You Dancing,92,2020-07-22,0.041,112.985,Popular,,1,Jason Derulo,190.306,0
0.0916,2020,0.0703,"['Ariana Grande', 'Ty Dolla $ign']",0.552,208457,0.599,0,14gkWVFMwdxBMyqBw1wmIg,0,1,0.0986,-5.75,0,safety net (feat. Ty Dolla $ign),84,2020-10-30,0.0404,161.884,Popular,,2,Ariana Grande,208.457,1
0.393,2020,0.00536,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']",0.5710000000000001,232253,0.693,0,0EhpEsp4L0oRGM0vmeaN5e,0,6,0.173,-8.234,0,UN DIA (ONE DAY) (Feat. Tainy),92,2020-07-24,0.0545,168.169,Popular,,4,J Balvin,232.253,1
0.387,2020,0.0421,"['Future', 'Lil Uzi Vert']",0.752,213520,0.6579999999999999,1,0k7wmahjkn389wAZdz19Cv,0,0,0.0927,-6.2970000000000015,1,Drankin N Smokin,80,2020-11-13,0.342,151.951,Popular,,2,Future,213.52,1
0.57,2020,0.17600000000000002,['Juice WRLD'],0.747,181661,0.622,1,4K06PO78fW4mnBVenxGNob,0,11,0.151,-5.825,1,Conversations,82,2020-07-10,0.0838,159.93,Popular,,1,Juice WRLD,181.661,0
0.547,2020,0.00671,"['Travis Scott', 'Young Thug', 'M.I.A.']",0.835,202795,0.6990000000000001,1,4jVBIpuOiMj1crqd8LoCrJ,0,8,0.195,-5.405,0,FRANCHISE (feat. Young Thug & M.I.A.),85,2020-09-25,0.277,154.981,Popular,,3,Travis Scott,202.795,1
0.298,2020,0.147,"['Rod Wave', 'Lil Baby']",0.8740000000000001,235988,0.443,1,0qJeyYAgv6UpvewUxRXAhb,0,5,0.124,-9.628,0,Rags2Riches 2 (feat. Lil Baby),81,2020-08-07,0.241,118.004,Popular,,2,Rod Wave,235.988,1
0.456,2020,0.0814,['Ariana Grande'],0.772,200733,0.506,1,0sci7ppTZFm4mjcH3nu8yO,1.1e-5,6,0.182,-6.558,0,nasty,83,2020-10-30,0.139,127.894,Popular,,1,Ariana Grande,200.733,0
0.229,2020,0.0743,"['DJ Khaled', 'Drake']",0.695,218902,0.343,1,35RJhm1pEovTBwnNR0zWad,1.04e-6,5,0.107,-10.798,1,GREECE (feat. Drake),87,2020-07-16,0.0432,85.84,Popular,,2,DJ Khaled,218.902,1
0.322,2020,0.868,['Noah Cyrus'],0.708,156106,0.18600000000000003,0,6J2LdBN97cDWn0MLxYh9HB,0,9,0.0779,-8.953,0,July,85,2020-05-15,0.042,72.541,Popular,,1,Noah Cyrus,156.106,0
0.4,2020,0.0149,['King Von'],0.82,196180,0.5920000000000001,1,7fEoXCZTZFosUFvFQg1BmW,4.71e-6,1,0.121,-7.0020000000000016,1,Took Her To The O,81,2020-03-06,0.29,159.98,Popular,,1,King Von,196.18,0
0.306,2020,0.224,"['Juice WRLD', 'The Weeknd']",0.6940000000000001,196180,0.685,1,6wQlQrTY5mVS8EGaFZVwVF,0,6,0.124,-6.535,0,Smile (with The Weeknd),84,2020-07-10,0.133,158.83100000000005,Popular,,2,Juice WRLD,196.18,1
0.599,2020,0.8009999999999999,['Ariana Grande'],0.499,157710,0.462,1,3ko9jEHNt4O5fjKN65ULJp,0,0,0.0946,-5.308,1,shut up,83,2020-10-30,0.0312,127.698,Popular,,1,Ariana Grande,157.71,0
0.698,2020,0.0183,['AJR'],0.74,170858,0.516,0,53BHUFdQphHiZUUG3nx9zn,0,1,0.0558,-6.233,0,Bang!,78,2020-02-12,0.0507,139.918,Popular,,1,AJR,170.858,0
0.537,2020,0.223,"['Ariana Grande', 'Justin Bieber']",0.597,228482,0.45,0,4HBZA5flZLE435QTztThqH,0,8,0.382,-6.658,1,Stuck with U (with Justin Bieber),89,2020-05-08,0.0418,178.765,Popular,,2,Ariana Grande,228.482,1
0.508,2020,0.0706,"['Future', 'Drake']",0.6759999999999999,237735,0.609,1,5yY9lUy8nbvjM1Uyo1Uqoc,0,2,0.152,-5.831,0,Life Is Good (feat. Drake),85,2020-01-10,0.481,142.037,Popular,,2,Future,237.735,1
0.35,2020,0.0538,"['Polo G', 'Juice WRLD']",0.752,163902,0.6729999999999999,1,2QqJTIlGKRLJC3onkavYEz,0,10,0.133,-5.7920000000000025,0,Flex (feat. Juice WRLD),81,2020-05-15,0.153,164.009,Popular,,2,Polo G,163.902,1
0.8740000000000001,2020,0.00824,['Megan Thee Stallion'],0.821,154324,0.863,1,6WbTTAGKrQtCQvmc5BuYfh,0,6,0.0377,-3.159,1,Girls in the Hood,81,2020-06-26,0.353,180.013,Popular,,1,Megan Thee Stallion,154.324,0
0.773,2020,0.535,['YoungBoy Never Broke Again'],0.877,151249,0.607,1,1SF8piqsZWn86DajVKih8F,0,10,0.138,-7.818,0,Kacey Talk,80,2020-09-11,0.15,127.055,Popular,,1,YoungBoy Never Broke Again,151.249,0
0.8370000000000001,2020,0.12,['Lil Nas X'],0.81,154998,0.511,1,6zFMeegAMYQo0mt8rXtrli,0,5,0.0832,-6.924,0,HOLIDAY,85,2020-11-13,0.16399999999999998,151.947,Popular,,1,Lil Nas X,154.998,0
0.434,2020,0.67,['Ariana Grande'],0.7390000000000001,183874,0.516,1,2IKJtXeR5UsaUjZB46fTOK,0,0,0.151,-7.154,1,six thirty,83,2020-10-30,0.053900000000000003,120.109,Popular,,1,Ariana Grande,183.874,0
0.8290000000000001,2020,0.145,"['Eminem', 'Juice WRLD']",0.8079999999999999,210800,0.745,1,7FIWs0pqAYbP91WWM0vlTQ,0,10,0.292,-5.26,0,Godzilla (feat. Juice WRLD),86,2020-01-17,0.342,165.995,Popular,,2,Eminem,210.8,1
0.715,2020,0.424,['salem ilese'],0.738,136839,0.621,0,7aGyRfJWtLqgJaZoG9lJhE,7.39e-6,0,0.6920000000000001,-7.313,1,Mad at Disney,88,2020-07-24,0.0486,113.968,Popular,,1,salem ilese,136.839,0
0.132,2020,0.14,"['Ty Dolla $ign', 'Post Malone']",0.784,144028,0.496,1,5nWVyZaCwtfAkBnwDuXjBh,0,7,0.113,-5.746,1,Spicy (feat. Post Malone),83,2020-10-21,0.0435,100.002,Popular,,2,Ty Dolla $ign,144.028,1
0.599,2020,0.12,"['Future', 'Lil Uzi Vert']",0.94,228796,0.532,1,5n6gBhdEjCuj3obgCoTEFD,0,11,0.0925,-5.9979999999999976,0,That’s It,77,2020-11-13,0.358,123.043,Popular,,2,Future,228.796,1
0.28,2020,0.233,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']",0.716,165978,0.537,1,39Yp9wwQiSRIDOvrVg7mbk,0,0,0.157,-7.648,0,THE SCOTTS,85,2020-04-24,0.0514,129.97899999999998,Popular,,3,THE SCOTTS,165.978,1
0.535,2020,0.758,['Fousheé'],0.711,141224,0.5920000000000001,1,6HlE9t71z9DjGi7KqSyEpA,0,4,0.156,-7.136,0,Deep End,88,2020-07-31,0.23,124.749,Popular,,1,Fousheé,141.224,0
0.3670000000000001,2020,0.0187,"['Pop Smoke', 'A Boogie Wit da Hoodie']",0.905,190534,0.647,1,2r6OAV3WsYtXuXjvJ1lIDi,0,10,0.282,-5.065,0,Hello (feat. A Boogie Wit da Hoodie),86,2020-07-20,0.107,130.97,Popular,,2,Pop Smoke,190.534,1
0.5820000000000001,2020,0.0442,['The Kid LAROI'],0.762,151705,0.426,1,3QCU8BT0zDS9LPVfEhRFEE,0,8,0.0858,-6.865,1,ALWAYS DO,83,2020-11-06,0.113,167.827,Popular,,1,The Kid LAROI,151.705,0
0.202,2020,0.00574,"['21 Savage', 'Metro Boomin']",0.847,193591,0.733,1,6pcywuOeGGWeOQzdUyti6k,1.04e-5,10,0.151,-6.439,0,Glock In My Lap,80,2020-10-02,0.16,130.029,Popular,,2,21 Savage,193.591,1
