valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Popularidad,artistslist,numero_de_artistas,mainartist,duration_s,feat
0.535,2010,0.0401,"['Justin Bieber', 'Ludacris']",0.728,214240,0.8590000000000001,0,6epn3r7S14KUqlReYr77hA,0,5,0.111,-5.237,0,Baby,78,2010-01-01,0.13699999999999998,65.043,Popular,,2,Justin Bieber,214.24,1
0.578,2010,1.51e-5,['Gorillaz'],0.6890000000000001,233867,0.7390000000000001,0,0q6LuUqGLUiCPP1cbdwFs3,0.509,2,0.064,-5.81,1,On Melancholy Hill,77,2010-03-03,0.026,120.423,Popular,,1,Gorillaz,233.867,0
0.743,2010,0.00627,"['Shakira', 'Freshlyground']",0.7659999999999999,202627,0.873,0,2Cd9iWfcOpGDHLz6tVA3G4,0,11,0.0764,-6.381,0,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),77,2010-05-07,0.14300000000000002,126.988,Popular,,2,Shakira,202.627,1
0.371,2011,0.00847,['Grouplove'],0.56,218013,0.936,0,0GO8y8jQk1PkHzS31d699N,0,3,0.161,-5.835,1,Tongue Tied,82,2011-09-02,0.0439,112.96,Popular,,1,Grouplove,218.013,0
0.965,2011,0.145,['Foster The People'],0.733,239600,0.71,0,7w87IxuO7BDcJ3YUqCyMTT,0.115,5,0.0956,-5.849,0,Pumped Up Kicks,84,2011-05-23,0.0292,127.975,Popular,,1,Foster The People,239.6,0
0.21600000000000005,2011,0.0531,['J. Cole'],0.831,235320,0.4270000000000001,1,2wAJTrFhCnQyNSD3oUgTZO,0,2,0.307,-6.903,1,Work Out,79,2011-09-27,0.106,93.004,Popular,,1,J. Cole,235.32,0
0.285,2011,0.892,['Adele'],0.5589999999999999,285040,0.33,0,4kflIGfjdZJW4ot2ioixTB,0,9,0.0975,-8.251,1,Someone Like You,79,2011-01-19,0.0285,135.109,Popular,,1,Adele,285.04,0
0.8540000000000001,2011,0.498,['Justin Bieber'],0.657,182947,0.56,0,7xapw9Oy21WpfEcib2ErSA,0,6,0.0794,-9.049,0,Mistletoe,81,2011-01-01,0.0467,161.993,Popular,,1,Justin Bieber,182.947,0
0.161,2011,0.309,['Christina Perri'],0.421,285120,0.407,0,6lanRgr6wXibZr8KgzXxBl,9.61e-4,10,0.11,-7.445,1,A Thousand Years,81,2011-10-18,0.0267,139.028,Popular,,1,Christina Perri,285.12,0
0.7959999999999999,2011,0.0319,"['Gym Class Heroes', 'Adam Levine']",0.6459999999999999,210960,0.795,0,0qOnSQQF0yzuPWsXrQ9paz,0,9,0.267,-3.293,1,Stereo Hearts (feat. Adam Levine),80,2011-11-11,0.0976,89.99,Popular,,2,Gym Class Heroes,210.96,1
0.274,2011,0.386,['Coyote Theory'],0.278,242013,0.662,0,3sgf2a905hjZ81tXYytY6i,1.14e-5,9,0.134,-6.075,1,This Side of Paradise,79,2011-06-21,0.0295,181.683,Popular,,1,Coyote Theory,242.013,0
0.775,2011,0.127,"['JAY-Z', 'Kanye West']",0.789,219333,0.858,1,4Li2WHPkuyCdtmokzW2007,0,1,0.349,-5.5420000000000025,1,Ni**as In Paris,79,2011-08-08,0.311,140.02200000000002,Popular,,2,JAY-Z,219.333,1
0.466,2011,0.00382,['Adele'],0.61,241693,0.6829999999999999,0,3CKCZ9pfwAfoMZlMncA1Nc,1.79e-6,2,0.125,-3.879,0,Set Fire to the Rain,76,2011-01-19,0.0253,108.003,Popular,,1,Adele,241.693,0
0.531,2011,0.0525,"['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']",0.715,207333,0.655,1,5HQVUIKwCEXpe7JIHyY734,0,0,0.115,-6.425,1,"Young, Wild & Free (feat. Bruno Mars)",78,2011-10-11,0.13699999999999998,95.078,Popular,,3,Snoop Dogg,207.333,1
0.529,2011,0.192,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",0.6709999999999999,252307,0.939,0,4QNpBfC0zvjKqPJcyqBy9W,0,8,0.298,-3.2060000000000004,1,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",79,2011-06-17,0.161,129.023,Popular,,4,Pitbull,252.307,1
0.212,2011,0.0509,['Coldplay'],0.449,278719,0.585,0,6nek1Nin9q48AVZcWs9e9D,8.75e-5,5,0.0833,-6.761,1,Paradise,80,2011-10-24,0.0268,139.631,Popular,,1,Coldplay,278.719,0
0.243,2011,0.452,['AWOLNATION'],0.825,259102,0.435,0,5xhQChGGhKLWqBqX4XhtYE,0.609,1,0.0953,-9.582,1,Sail,76,2011,0.0568,119.038,Popular,,1,AWOLNATION,259.102,0
0.16899999999999998,2011,0.952,['Birdy'],0.379,201080,0.29,0,4RL77hMWUq35NYnPLXBpih,0.00106,4,0.118,-8.485,1,Skinny Love,76,2011-11-04,0.051,166.467,Popular,,1,Birdy,201.08,0
0.407,2011,0.669,['Ed Sheeran'],0.642,258373,0.289,0,1VdZ0vKfR5jneCmWIUAMxK,0,9,0.18,-9.918,1,The A Team,77,2011-09-09,0.0367,84.99600000000002,Popular,,1,Ed Sheeran,258.373,0
0.922,2011,0.0761,['Selena Gomez & The Scene'],0.858,188453,0.6779999999999999,0,0laYHRpNTS6i8FXdupHkJ4,0,1,0.0741,-3.87,0,Love You Like A Love Song,76,2011-01-01,0.0469,117.009,Popular,,1,Selena Gomez & The Scene,188.453,0
0.765,2011,0.259,"['Eiffel 65', 'Gabry Ponte']",0.8220000000000001,283748,0.969,0,2yAVzRiEQooPEJ9SYx11L3,1.53e-4,7,0.39,-11.470999999999998,0,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,76,2011-01-05,0.0582,128.007,Popular,,2,Eiffel 65,283.748,1
0.464,2011,0.0462,['Avicii'],0.584,199907,0.889,0,5UqCQaDshqbIk3pkhy4Pjg,0.828,1,0.309,-5.941,0,Levels - Radio Edit,76,2011-10-31,0.0343,126.04,Popular,,1,Avicii,199.907,0
0.344,2012,0.0703,"['Kendrick Lamar', 'Jay Rock']",0.716,386907,0.531,1,2HbKqm4o0w5wEeEFXm2sD4,0,7,0.224,-7.355,1,Money Trees,77,2012,0.122,71.994,Popular,,2,Kendrick Lamar,386.907,1
0.363,2012,0.908,['Michael Bublé'],0.339,206640,0.214,0,5a1iz510sv2W9Dt1MvFd5R,7.47e-6,4,0.341,-11.714,1,It's Beginning to Look a Lot like Christmas,83,2012-11-09,0.0375,94.775,Popular,,1,Michael Bublé,206.64,0
0.7559999999999999,2012,0.0384,['MKTO'],0.72,175427,0.7909999999999999,0,6FE2iI43OZnszFLuLtvvmg,0,1,0.157,-4.689,1,Classic,81,2012,0.124,102.071,Popular,,1,MKTO,175.427,0
0.725,2012,0.00301,['Neon Trees'],0.471,177280,0.924,0,2iUmqdfGZcHIhS3b9E9EWq,0,8,0.313,-3.906,1,Everybody Talks,80,2012-01-01,0.0586,154.961,Popular,,1,Neon Trees,177.28,0
0.387,2012,0.932,['Bruno Mars'],0.612,213827,0.28,0,0nJW01T7XtvILxQgC5J7Wh,0,0,0.08800000000000001,-8.648,1,When I Was Your Man,83,2012-12-07,0.0434,72.795,Popular,,1,Bruno Mars,213.827,0
0.847,2012,0.0291,['Macklemore & Ryan Lewis'],0.6409999999999999,258343,0.922,0,3bidbhpOYeV4knp8AIu8Xn,0,2,0.0862,-4.457,1,Can't Hold Us - feat. Ray Dalton,83,2012-10-09,0.0786,146.078,Popular,,1,Macklemore & Ryan Lewis,258.343,0
0.888,2012,0.009,['One Direction'],0.726,199987,0.787,0,4cluDES4hQEUhmXj6TXkSo,0,4,0.0596,-2.494,1,What Makes You Beautiful,82,2012-05-25,0.0737,124.99,Popular,,1,One Direction,199.987,0
0.919,2012,9.72e-4,['Calvin Harris'],0.7070000000000001,206413,0.924,0,1gihuPhrLraKYrJMAEONyc,0.00703,7,0.204,-2.842,1,Feel So Close - Radio Edit,80,2012-10-29,0.031,127.937,Popular,,1,Calvin Harris,206.413,0
0.867,2012,0.049,['Bruno Mars'],0.726,233478,0.698,0,3w3y8KPTfNeOKPiqUTakBh,0,5,0.309,-4.165,1,Locked out of Heaven,82,2012-12-07,0.0431,143.994,Popular,,1,Bruno Mars,233.478,0
0.6990000000000001,2012,0.865,['Michael Bublé'],0.647,119787,0.465,0,5PuKlCjfEVIXl0ZBp5ZW9g,0,7,0.0882,-8.308,1,Holly Jolly Christmas,77,2012-11-09,0.0428,151.251,Popular,,1,Michael Bublé,119.787,0
0.7879999999999999,2012,0.0295,"['Pitbull', 'Kesha']",0.581,204160,0.963,0,3cHyrEgdyYRjgJKSOiOtcS,0,11,0.139,-4.087,1,Timber (feat. Ke$ha),79,2012,0.0981,129.99200000000002,Popular,,2,Pitbull,204.16,1
0.441,2012,0.34600000000000003,"['P!nk', 'Nate Ruess']",0.778,242733,0.547,0,1mKXFLRA179hdOWQBwUk9e,3.02e-4,2,0.132,-7.273,1,Just Give Me a Reason (feat. Nate Ruess),81,2012-09-18,0.0489,95.002,Popular,,2,P!nk,242.733,1
0.491,2012,0.0277,['Tame Impala'],0.303,192960,0.9,0,0LtOwyZoSNZKJWHqjzADpW,0.635,2,0.11,-2.352,0,Feels Like We Only Go Backwards,76,2012-01-01,0.0574,149.50799999999995,Popular,,1,Tame Impala,192.96,0
0.417,2012,0.0206,['Of Monsters and Men'],0.457,266600,0.757,0,2ihCaVdNZmnHZWt0fvAM7B,0,1,0.146,-5.1770000000000005,1,Little Talks,79,2012-01-01,0.032,102.961,Popular,,1,Of Monsters and Men,266.6,0
0.8009999999999999,2012,0.00498,['Kesha'],0.711,211920,0.7,0,7EQGXaVSyEDsCWKmUcfpLk,1.25e-4,1,0.215,-4.805,0,Die Young,76,2012-11-30,0.046,128.001,Popular,,1,Kesha,211.92,0
0.37,2012,0.126,['One Direction'],0.514,200400,0.727,0,6M31fPFCYB8Job3MCjjrDV,0,0,0.0978,-6.131,1,They Don't Know About Us,79,2012-11-12,0.0492,147.917,Popular,,1,One Direction,200.4,0
0.53,2012,0.8109999999999999,['One Direction'],0.7090000000000001,219040,0.22,0,0TAmnCzOtqRfvA38DDLTjj,0,7,0.175,-11.856,1,Little Things,79,2012-11-12,0.0327,110.076,Popular,,1,One Direction,219.04,0
0.14400000000000002,2012,0.135,['Alicia Keys'],0.482,224920,0.706,0,4esOae7i4rqTbAu9o5Pxco,0.00106,9,0.105,-5.7620000000000005,1,Girl on Fire,77,2012-11-18,0.0609,92.494,Popular,,1,Alicia Keys,224.92,0
0.721,2012,0.00107,['Train'],0.765,195973,0.8370000000000001,0,0KAiuUOrLTIkzkpfpn9jb9,1.06e-5,1,0.0801,-3.113,0,Drive By,76,2012-04-17,0.032,122.028,Popular,,1,Train,195.973,0
0.4370000000000001,2012,0.0991,"['Flo Rida', 'Sia']",0.608,232947,0.86,0,1NpW5kyvO4XrNJ3rnfcNy3,0,5,0.262,-5.324,0,Wild Ones (feat. Sia),77,2012-06-22,0.0554,127.075,Popular,,2,Flo Rida,232.947,1
0.937,2012,0.0412,['Bruno Mars'],0.8740000000000001,178560,0.6920000000000001,1,55h7vJchibLdUkxdlX3fK7,7.240000000000001e-5,5,0.324,-5.28,0,Treasure,77,2012-12-07,0.0431,116.017,Popular,,1,Bruno Mars,178.56,0
0.682,2012,0.0239,"['Owl City', 'Carly Rae Jepsen']",0.56,205933,0.872,0,1kPpge9JDLpcj15qgrPbYX,6.98e-6,3,0.371,-4.269,1,Good Time,76,2012-01-01,0.14,126.05,Popular,,2,Owl City,205.933,1
0.7390000000000001,2012,0.0208,['Flo Rida'],0.747,224653,0.937,0,3bC1ahPIYt1btJzSSEyyrF,0,0,0.29,-5.746,1,Whistle,77,2012-06-22,0.0453,103.976,Popular,,1,Flo Rida,224.653,0
0.438,2012,0.112,"['Swedish House Mafia', 'John Martin']",0.612,212862,0.84,0,2V65y3PX4DkRhy1djlxd9p,0,11,0.116,-3.145,0,Don't You Worry Child - Radio Edit,78,2012-09-14,0.0509,129.042,Popular,,2,Swedish House Mafia,212.862,1
0.679,2012,0.00454,['Taylor Swift'],0.622,219720,0.469,0,6FB3v4YcR57y4tXFcdxI1E,2.25e-6,3,0.0335,-6.797999999999999,0,I Knew You Were Trouble.,77,2012-10-22,0.0363,77.01899999999998,Popular,,1,Taylor Swift,219.72,0
0.75,2012,0.00957,['Taylor Swift'],0.628,193147,0.6759999999999999,0,0VwNdo84DaVYLIkbVO86ND,2.65e-5,7,0.121,-5.9110000000000005,1,We Are Never Ever Getting Back Together,76,2012-10-22,0.0916,85.984,Popular,,1,Taylor Swift,193.147,0
0.398,2013,0.0495,['The Neighbourhood'],0.612,240400,0.807,0,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10,0.101,-2.81,1,Sweater Weather,87,2013-04-19,0.0336,124.053,Popular,,1,The Neighbourhood,240.4,0
0.6890000000000001,2013,0.00128,['Kelly Clarkson'],0.509,229640,0.812,0,3YZE5qDV7u1ZD1gZc47ZeR,1.99e-5,8,0.214,-5.439,1,Underneath the Tree,76,2013-10-29,0.0537,159.878,Popular,,1,Kelly Clarkson,229.64,0
0.331,2013,0.922,['John Legend'],0.422,269560,0.264,0,3U4isOIWM3VvDubwSI3y7a,0,8,0.132,-7.064,1,All of Me,86,2013-08-30,0.0322,119.93,Popular,,1,John Legend,269.56,0
0.162,2013,0.172,['Kodaline'],0.209,305747,0.412,0,0NlGoUyOJSuSHmngoibVAs,0.15,0,0.0843,-9.733,1,All I Want,83,2013-06-17,0.0443,86.26,Popular,,1,Kodaline,305.747,0
0.405,2013,0.18600000000000003,['Arctic Monkeys'],0.5479999999999999,272394,0.532,0,5FVd6KXrgO9B3JPmC8OPst,2.63e-4,5,0.217,-7.596,1,Do I Wanna Know?,84,2013-09-09,0.0323,85.03,Popular,,1,Arctic Monkeys,272.394,0
0.574,2013,0.455,['Darius Rucker'],0.537,298373,0.66,0,3xdjjKMcMOFgo1eQrfbogM,0,9,0.135,-7.174,1,Wagon Wheel,76,2013-01-01,0.0296,148.096,Popular,,1,Darius Rucker,298.373,0
0.243,2013,0.365,['Passenger'],0.479,252733,0.545,0,0JmiBCpWc1IAc0et7Xm7FL,0,7,0.0963,-7.346,1,Let Her Go,76,2013-02-17,0.0688,74.89699999999998,Popular,,1,Passenger,252.733,0
0.8,2013,0.0483,['Arctic Monkeys'],0.691,161124,0.631,0,086myS9r57YsLbJpU0TgK9,1.13e-5,2,0.104,-6.478,1,Why'd You Only Call Me When You're High?,82,2013-09-09,0.0368,92.004,Popular,,1,Arctic Monkeys,161.124,0
0.0399,2013,0.534,['Lorde'],0.511,258969,0.472,0,0TEekvXTomKt3hdXDZxxeW,0.614,4,0.11,-9.277,1,Ribs,77,2013-01-01,0.091,127.978,Popular,,1,Lorde,258.969,0
0.636,2013,0.113,['Childish Gambino'],0.472,234215,0.448,1,2ZltjIqztEpZtafc8w0I9t,0,6,0.0914,-7.272,0,3005,76,2013-12-10,0.326,166.077,Popular,,1,Childish Gambino,234.215,0
0.643,2013,0.0038,['Avicii'],0.532,247427,0.7829999999999999,0,0nrRP2bk19rLc0orkWPQk2,0.0012,2,0.161,-5.697,1,Wake Me Up,84,2013-01-01,0.0523,124.08,Popular,,1,Avicii,247.427,0
0.28600000000000003,2013,0.225,['One Direction'],0.6,245493,0.6629999999999999,0,4nVBt6MZDDP6tRVdQTgxJg,0,3,0.119,-5.8020000000000005,1,Story of My Life,83,2013-11-25,0.0477,121.07,Popular,,1,One Direction,245.493,0
0.0601,2013,0.7879999999999999,['salvia palth'],0.529,161463,0.353,0,7svpAkwc6xaSxlbZ7V7JiS,0.853,7,0.116,-12.835,1,i was all over her,76,2013-01-01,0.0292,104.557,Popular,,1,salvia palth,161.463,0
0.512,2013,0.234,['Justin Timberlake'],0.574,484147,0.512,0,4rHZZAmHpZrA3iH5zx8frV,0,5,0.0946,-6.664,0,Mirrors,81,2013-03-15,0.0503,76.899,Popular,,1,Justin Timberlake,484.147,0
0.765,2013,0.0098,['Paramore'],0.602,216013,0.923,0,1yjY7rpaAQvKwpdUliHx0d,0,5,0.0561,-3.763,1,Still into You,77,2013-04-05,0.044,136.01,Popular,,1,Paramore,216.013,0
0.7659999999999999,2013,1.76e-4,['Capital Cities'],0.655,192790,0.8190000000000001,0,6Z8R6UsFuGXGtiIxiD8ISb,0.00374,0,0.104,-4.852,1,Safe And Sound,80,2013,0.0316,117.956,Popular,,1,Capital Cities,192.79,0
0.662,2013,0.0239,"['A$AP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']",0.853,233787,0.693,1,4X5f3vT8MRuXF68pfjNte5,0,1,0.11,-6.87,1,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",76,2013,0.275,95.967,Popular,,4,A$AP Rocky,233.787,1
0.6829999999999999,2013,2.97e-4,['Avenged Sevenfold'],0.58,305907,0.916,0,5anCkDvJ17aznvK5TED5uo,0.0259,3,0.126,-4.3580000000000005,0,Hail to the King,76,2013-08-23,0.0387,118.004,Popular,,1,Avenged Sevenfold,305.907,0
0.151,2013,0.262,['Lana Del Rey'],0.324,236053,0.416,0,2nMeu6UenVvwUktBCpLMK9,3.69e-5,11,0.11,-8.92,0,Young And Beautiful,77,2013-01-01,0.0368,113.986,Popular,,1,Lana Del Rey,236.053,0
0.625,2013,0.397,['Eminem'],0.708,363521,0.843,1,6or1bKJiZ06IlK0vFvY75k,0,7,0.799,-2.66,1,Rap God,77,2013-11-05,0.314,148.14,Popular,,1,Eminem,363.521,0
0.337,2013,0.121,['Lorde'],0.674,190185,0.428,0,2dLLR6qlu5UJ5gk0dKz0h3,0,7,0.132,-9.504,1,Royals,76,2013-09-27,0.122,84.87799999999999,Popular,,1,Lorde,190.185,0
0.479,2013,0.136,['Arctic Monkeys'],0.464,183956,0.417,0,5XeFesFbtLpXzIVDNQP22n,0.022,0,0.0974,-9.345,0,I Wanna Be Yours,78,2013-09-09,0.0256,67.528,Popular,,1,Arctic Monkeys,183.956,0
0.619,2013,0.00616,['Arctic Monkeys'],0.28800000000000003,201726,0.758,0,2AT8iROs4FQueDv2c8q2KE,0,6,0.303,-5.692,0,R U Mine?,79,2013-09-09,0.0371,97.094,Popular,,1,Arctic Monkeys,201.726,0
0.35600000000000004,2013,0.22,['One Direction'],0.574,237933,0.329,0,2afCBiru10AFckfOa49wIa,0,1,0.0986,-6.829,1,You & I,78,2013-11-25,0.0274,130.993,Popular,,1,One Direction,237.933,0
0.486,2013,0.0227,['One Direction'],0.652,200107,0.877,0,5T7ZFtCcOgkpjxcuaeZbw0,0,1,0.0789,-2.986,1,Best Song Ever,77,2013-11-25,0.0465,118.491,Popular,,1,One Direction,200.107,0
0.502,2013,0.0738,['Demi Lovato'],0.504,210840,0.785,0,1V6gIisPpYqgFeWbMLI0bA,0,8,0.239,-4.802,1,Heart Attack,76,2013-01-01,0.104,173.968,Popular,,1,Demi Lovato,210.84,0
0.303,2013,0.141,['James Arthur'],0.376,209440,0.696,0,5yVIlYEHZxQVLyInCdldoS,0,0,0.11,-4.785,0,Impossible,79,2013-11-04,0.0949,169.515,Popular,,1,James Arthur,209.44,0
0.624,2013,0.0525,"['Eminem', 'Rihanna']",0.7809999999999999,250189,0.853,1,48RrDBpOSSl1aLVCalGl5C,0,1,0.12,-3.68,0,The Monster,76,2013-11-05,0.0715,110.049,Popular,,2,Eminem,250.189,1
0.862,2013,0.0426,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']",0.794,248413,0.8109999999999999,0,2Foc5Q5nqNiosCNqttzHof,1.07e-6,6,0.101,-8.966000000000003,0,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,77,2013-04-19,0.038,116.047,Popular,,3,Daft Punk,248.413,1
0.458,2013,0.0309,['Avicii'],0.545,255093,0.78,0,4lhqb6JvbHId48OUJGwymk,4.64e-5,7,0.0828,-4.867,0,Hey Brother,76,2013-01-01,0.0436,125.014,Popular,,1,Avicii,255.093,0
0.591,2014,0.0489,['Ariana Grande'],0.525,204093,0.621,0,0lizgQ7Qw35od7CYaoMBZb,0,7,0.294,-7.364,1,Santa Tell Me,86,2014-11-24,0.116,191.9,Popular,,1,Ariana Grande,204.093,0
0.463,2014,0.301,['J. Cole'],0.6920000000000001,292987,0.521,1,62vpWI1CHwFy7tMIcSStl8,0,10,0.0565,-8.465,0,No Role Modelz,84,2014-12-09,0.33,100.45,Popular,,1,J. Cole,292.987,0
0.51,2014,0.431,['Vance Joy'],0.484,204280,0.731,0,3JvrhDOgAt6p7K8mDyZwRd,0,1,0.151,-6.694,1,Riptide,78,2014-09-09,0.0379,101.654,Popular,,1,Vance Joy,204.28,0
0.584,2014,0.0751,['J. Cole'],0.517,239320,0.705,1,6Ius4TC0L3cN74HT7ENE6e,0,6,0.128,-8.205,0,Wet Dreamz,79,2014-12-09,0.364,175.90599999999995,Popular,,1,J. Cole,239.32,0
0.211,2014,0.22,"['Ty Dolla $ign', 'The Weeknd', 'Wiz Khalifa', 'Mustard']",0.805,242983,0.33,1,7t2bFihaDvhIrd2gn2CWJO,0,1,0.105,-8.712,0,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",80,2014-06-10,0.1,121.97,Popular,,4,Ty Dolla $ign,242.983,1
0.184,2014,0.588,['Sam Smith'],0.418,172724,0.42,0,5Nm9ERjJZ5oyfXZTECKmRt,6.39e-5,0,0.11,-6.444,1,Stay With Me,82,2014-05-26,0.0414,84.094,Popular,,1,Sam Smith,172.724,0
0.619,2014,0.00701,['WALK THE MOON'],0.578,199080,0.866,0,4kbj5MwxO1bq9wjT5g9HaA,0,1,0.257,-3.804,1,Shut Up and Dance,80,2014-12-02,0.0619,128.03799999999998,Popular,,1,WALK THE MOON,199.08,0
0.37,2014,0.746,['Alex & Sierra'],0.5,185200,0.292,0,1almCHdsfikRPfVB9VrEdT,0,0,0.188,-8.554,1,Little Do You Know,80,2014-10-06,0.0323,145.879,Popular,,1,Alex & Sierra,185.2,0
0.221,2014,0.22,['One Direction'],0.6809999999999999,248360,0.5820000000000001,0,3JjnGLK8IxkNLvo8Lb3KOM,0,6,0.119,-7.76,0,18,81,2014-11-17,0.0313,124.038,Popular,,1,One Direction,248.36,0
0.5379999999999999,2014,0.0591,['American Authors'],0.6729999999999999,194240,0.902,0,5Hroj5K7vLpIG4FNCRIjbP,2.62e-4,2,0.0558,-2.392,1,Best Day Of My Life,78,2014-01-01,0.0346,100.012,Popular,,1,American Authors,194.24,0
0.493,2014,0.529,['Sam Smith'],0.677,239317,0.485,0,7795WJLVKJoAyVoOtCWqXN,2.04e-5,5,0.0766,-5.795,1,I'm Not The Only One,82,2014-05-26,0.0361,82.001,Popular,,1,Sam Smith,239.317,0
0.0935,2014,0.873,['Labrinth'],0.435,287693,0.155,0,4L2K7JKseFCBoHMZEAszW0,0,1,0.107,-8.948,1,Jealous,79,2014-11-21,0.046,128.532,Popular,,1,Labrinth,287.693,0
0.884,2014,0.0591,['Maroon 5'],0.748,235493,0.7879999999999999,1,2iuZJX9X9P0GKaE93xcPjk,0,1,0.0863,-7.055,1,Sugar,80,2014-09-02,0.0334,120.076,Popular,,1,Maroon 5,235.493,0
0.121,2014,0.0317,['Becky G'],0.6990000000000001,206167,0.529,0,3DmW6y7wTEYHJZlLo1r6XJ,3.59e-5,2,0.285,-7.547999999999999,1,Shower,81,2014-04-23,0.0487,119.987,Popular,,1,Becky G,206.167,0
0.591,2014,0.474,['Ed Sheeran'],0.7809999999999999,281560,0.445,0,34gCuhDGsG4bRPIf9bb02f,0,2,0.184,-6.061,1,Thinking out Loud,84,2014-06-21,0.0295,78.998,Popular,,1,Ed Sheeran,281.56,0
0.7509999999999999,2014,0.26,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",0.706,199387,0.7859999999999999,0,0puf9yIluy9W0vpMEUoAnN,0,0,0.38,-3.417,0,Bang Bang,79,2014-10-14,0.091,150.028,Popular,,3,Jessie J,199.387,1
0.37,2014,0.8590000000000001,['One Direction'],0.672,226600,0.52,0,5O2P9iiztwhomNh8xkR9lJ,0,8,0.115,-7.747000000000001,1,Night Changes,78,2014-11-17,0.0353,120.001,Popular,,1,One Direction,226.6,0
0.723,2014,0.0921,"['Pitbull', 'Ne-Yo']",0.72,229360,0.802,1,2bJvI42r8EF3wxjOuDav4r,0,1,0.6940000000000001,-5.7970000000000015,1,Time of Our Lives,77,2014-11-21,0.0582,124.043,Popular,,2,Pitbull,229.36,1
0.0765,2014,0.857,"['A Great Big World', 'Christina Aguilera']",0.407,229400,0.147,0,6Vc5wAMmXdKIAM7WUoEb7N,2.89e-6,2,0.0913,-8.822000000000003,1,Say Something,77,2014-01-20,0.0355,141.284,Popular,,2,A Great Big World,229.4,1
0.743,2014,0.0211,['Calvin Harris'],0.596,222533,0.856,0,6YUTL4dYpB9xZO5qExPf05,0.0178,4,0.141,-3.556,0,Summer,80,2014-10-31,0.0346,127.949,Popular,,1,Calvin Harris,222.533,0
0.201,2014,0.607,['Ed Sheeran'],0.614,258987,0.379,0,1HNkqx9Ahdgi1Ixy2xkKkL,4.64e-4,4,0.0986,-10.48,1,Photograph,84,2014-06-21,0.0476,107.989,Popular,,1,Ed Sheeran,258.987,0
0.104,2014,0.093,['Ariana Grande'],0.628,197267,0.593,0,7xoUc6faLbCqZO6fQEYprd,1.65e-6,8,0.096,-5.0360000000000005,1,One Last Time,79,2014-08-25,0.0323,125.026,Popular,,1,Ariana Grande,197.267,0
0.389,2014,0.0846,['George Ezra'],0.7170000000000001,200733,0.455,0,2ixsaeFioXJmMgkkbd4uj1,0,5,0.11,-8.302999999999999,1,Budapest,78,2014-06-30,0.0276,127.812,Popular,,1,George Ezra,200.733,0
0.333,2014,0.0495,['TK from Ling tosite sigure'],0.507,238360,0.889,0,0GLyqTysS0DFoeKjURtB8s,0,7,0.0983,-2.755,0,unravel,77,2014-08-27,0.086,135.02100000000002,Popular,,1,TK from Ling tosite sigure,238.36,0
0.551,2014,0.00489,['Rixton'],0.545,193733,0.7829999999999999,0,1oew3nFNY3vMacJAsvry0S,0,5,0.132,-4.261,0,Me And My Broken Heart,77,2014-01-01,0.0345,174.084,Popular,,1,Rixton,193.733,0
0.654,2014,0.0166,['Avicii'],0.527,176658,0.835,0,0ct6r3EGTcMLPtrXHDvVjc,0,6,0.249,-5.297999999999999,1,The Nights,82,2014-01-01,0.0433,125.983,Popular,,1,Avicii,176.658,0
0.545,2014,0.00433,['One Direction'],0.536,228133,0.768,0,2Bs4jQEGMycglOfWPBqrVG,0,10,0.114,-5.948,0,Steal My Girl,78,2014-11-17,0.0347,77.217,Popular,,1,One Direction,228.133,0
0.879,2014,0.0205,['Maroon 5'],0.742,189960,0.713,0,4gbVRS8gloEluzf0GzDOFc,0,1,0.059,-5.522,0,Maps,77,2014-09-02,0.0303,120.032,Popular,,1,Maroon 5,189.96,0
0.418,2014,0.213,"['Calvin Harris', 'Ellie Goulding']",0.6459999999999999,227267,0.823,0,7MmG8p0F9N3C4AXdK6o6Eb,0,2,0.322,-4.123,0,Outside (feat. Ellie Goulding),80,2014-10-31,0.0394,128.035,Popular,,2,Calvin Harris,227.267,1
0.328,2014,1.85e-4,['Maroon 5'],0.279,231013,0.742,0,2bL2gyO6kBdLkNSkxXNh6x,0,4,0.593,-6.46,0,Animals,77,2014-09-02,0.0898,189.868,Popular,,1,Maroon 5,231.013,0
0.931,2014,0.0423,['MAGIC!'],0.774,224840,0.7559999999999999,0,6RtPijgfPKROxEzTHNRiDp,0,1,0.305,-4.995,1,Rude,79,2014-06-25,0.0389,144.032,Popular,,1,MAGIC!,224.84,0
